posting_text,label,has_whatsapp_apply,has_registration_fee,has_company_email,has_duration_mentioned,has_no_interview,has_earn_daily,text_length
Urgent hiring for interns. Guaranteed income of ₹1500/day. Limited seats. Instant selection after payment.,0,1,1,0,1,0,1,106
"Business Analytics Internship at Zoho in Bengaluru. Mode: On-site. Duration 4 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,241
"UI/UX Design Internship at Myntra in Hyderabad. Mode: On-site. Duration 2 months. Stipend ₹5000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,236
"UI/UX Design Internship at Nykaa in Delhi. Mode: Hybrid. Duration 4 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,231
"Backend Development Internship at TCS in Gurugram. Mode: Remote. Duration 4 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,239
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,0,1,0,0,0,1,103
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,1,0,0,1,1,103
"Digital Marketing Internship at TCS in Hyderabad. Mode: Hybrid. Duration 6 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,238
"DevOps Internship at Myntra in Chennai. Mode: Remote. Duration 2 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,228
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,0,1,0,0,0,1,101
"Data Science Internship at Google India in Pune. Mode: Remote. Duration 2 months. Stipend ₹5000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,236
"Full Stack Development Internship at Myntra in Pune. Mode: Hybrid. Duration 3 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,240
"Full Stack Development Internship at Flipkart in Delhi. Mode: On-site. Duration 3 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,245
"Backend Development Internship at Razorpay in Gurugram. Mode: Remote. Duration 3 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,244
"DevOps Internship at Nykaa in Hyderabad. Mode: On-site. Duration 6 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,230
"QA Testing Internship at Paytm in Bengaluru. Mode: On-site. Duration 6 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,234
Work from home internship. Earn ₹5000 daily. No interview. Apply on WhatsApp. Registration fee required.,0,0,0,0,1,0,1,104
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,1,0,0,0,1,0,101
"QA Testing Internship at Razorpay in Pune. Mode: Hybrid. Duration 3 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,231
"Backend Development Internship at Tech Mahindra in Chennai. Mode: Hybrid. Duration 4 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,248
"Frontend Development Internship at Freshworks in Noida. Mode: Hybrid. Duration 4 months. Stipend ₹15000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,244
"Mobile App Development Internship at Infosys in Bengaluru. Mode: Remote. Duration 6 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,247
Work from home internship. Earn ₹3000 daily. No interview. Apply on WhatsApp. Registration fee required.,0,1,0,0,0,0,1,104
Urgent hiring for interns. Guaranteed income of ₹500/day. Limited seats. Instant selection after payment.,0,1,1,0,0,1,1,105
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,1,1,0,1,1,1,101
"Embedded Systems Internship at Tech Mahindra in Bengaluru. Mode: Remote. Duration 6 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,247
Work from home internship. Earn ₹5000 daily. No interview. Apply on WhatsApp. Registration fee required.,0,0,1,0,0,0,1,104
Urgent hiring for interns. Guaranteed income of ₹1000/day. Limited seats. Instant selection after payment.,0,1,0,0,0,1,1,106
"Data Science Internship at Freshworks in Delhi. Mode: Hybrid. Duration 6 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,236
Work from home internship. Earn ₹5000 daily. No interview. Apply on WhatsApp. Registration fee required.,0,1,0,0,0,1,0,104
"Software Development Internship at Wipro in Bengaluru. Mode: Hybrid. Duration 4 months. Stipend ₹15000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,243
Work from home internship. Earn ₹3000 daily. No interview. Apply on WhatsApp. Registration fee required.,0,0,0,0,0,0,1,104
"Cloud Computing Internship at Amazon India in Hyderabad. Mode: Remote. Duration 6 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,245
Urgent hiring for interns. Guaranteed income of ₹1000/day. Limited seats. Instant selection after payment.,0,1,1,0,1,0,0,106
"Backend Development Internship at L&T in Mumbai. Mode: Remote. Duration 2 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,237
"QA Testing Internship at Google India in Gurugram. Mode: On-site. Duration 4 months. Stipend ₹5000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,239
"Frontend Development Internship at L&T in Delhi. Mode: Hybrid. Duration 4 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,237
"Mobile App Development Internship at Accenture in Chennai. Mode: On-site. Duration 2 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,248
"Backend Development Internship at Paytm in Gurugram. Mode: Remote. Duration 2 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,241
"Software Development Internship at Nykaa in Bengaluru. Mode: Hybrid. Duration 6 months. Stipend ₹15000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,243
"Frontend Development Internship at Tech Mahindra in Chennai. Mode: On-site. Duration 2 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,250
"Software Development Internship at Infosys in Delhi. Mode: Remote. Duration 3 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,241
"Data Science Internship at Zoho in Mumbai. Mode: On-site. Duration 3 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,232
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,1,0,1,1,1,103
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,1,0,0,0,0,0,101
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,1,1,0,0,1,1,101
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,0,0,0,1,0,103
Work from home internship. Earn ₹500 daily. No interview. Apply on WhatsApp. Registration fee required.,0,1,0,0,1,1,0,103
"Full Stack Development Internship at Razorpay in Hyderabad. Mode: Remote. Duration 4 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,248
"Digital Marketing Internship at Microsoft India in Mumbai. Mode: Remote. Duration 3 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,247
"DevOps Internship at Tech Mahindra in Hyderabad. Mode: Hybrid. Duration 6 months. Stipend ₹5000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,236
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,0,1,0,0,0,1,101
"DevOps Internship at L&T in Pune. Mode: On-site. Duration 2 months. Stipend ₹10000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,223
"QA Testing Internship at Accenture in Delhi. Mode: Remote. Duration 3 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,232
"Data Science Internship at Tech Mahindra in Mumbai. Mode: Remote. Duration 2 months. Stipend ₹5000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,239
"Cloud Computing Internship at Nykaa in Bengaluru. Mode: On-site. Duration 2 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,239
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,1,1,0,0,0,1,101
"Full Stack Development Internship at Microsoft India in Hyderabad. Mode: Hybrid. Duration 4 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,255
"Cloud Computing Internship at Naukri in Delhi. Mode: Remote. Duration 2 months. Stipend ₹15000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,235
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,1,0,1,0,1,103
"Frontend Development Internship at Paytm in Hyderabad. Mode: Hybrid. Duration 2 months. Stipend ₹10000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,243
Work from home internship. Earn ₹1500 daily. No interview. Apply on WhatsApp. Registration fee required.,0,0,1,0,0,0,1,104
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,1,1,0,1,0,1,101
"Frontend Development Internship at Flipkart in Gurugram. Mode: Remote. Duration 3 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,245
"Software Development Internship at Freshworks in Delhi. Mode: Hybrid. Duration 2 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,243
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,1,0,1,1,1,103
"Cybersecurity Internship at Myntra in Bengaluru. Mode: On-site. Duration 3 months. Stipend ₹10000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,238
Urgent hiring for interns. Guaranteed income of ₹2000/day. Limited seats. Instant selection after payment.,0,1,1,0,1,1,0,106
"Machine Learning Internship at Myntra in Chennai. Mode: Hybrid. Duration 3 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,238
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,1,0,0,0,1,1,101
"Cybersecurity Internship at Flipkart in Delhi. Mode: Hybrid. Duration 4 months. Stipend ₹15000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,235
Urgent hiring for interns. Guaranteed income of ₹5000/day. Limited seats. Instant selection after payment.,0,1,1,0,1,1,1,106
"DevOps Internship at Razorpay in Delhi. Mode: On-site. Duration 6 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,229
"Mobile App Development Internship at Accenture in Mumbai. Mode: Remote. Duration 2 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,246
Urgent hiring for interns. Guaranteed income of ₹1000/day. Limited seats. Instant selection after payment.,0,1,1,0,0,1,0,106
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,0,0,0,1,1,103
"Machine Learning Internship at Nykaa in Noida. Mode: Hybrid. Duration 6 months. Stipend ₹15000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,235
"Cybersecurity Internship at Naukri in Gurugram. Mode: On-site. Duration 3 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,236
"Backend Development Internship at HCLTech in Hyderabad. Mode: Hybrid. Duration 4 months. Stipend ₹10000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,244
"Backend Development Internship at CRED in Chennai. Mode: On-site. Duration 4 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,240
"Software Development Internship at L&T in Pune. Mode: Remote. Duration 4 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,236
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,0,0,0,1,1,103
Urgent hiring for interns. Guaranteed income of ₹2000/day. Limited seats. Instant selection after payment.,0,0,1,0,0,1,0,106
"Frontend Development Internship at L&T in Noida. Mode: Hybrid. Duration 2 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,237
"UI/UX Design Internship at Amazon India in Delhi. Mode: Hybrid. Duration 4 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,238
"Mobile App Development Internship at TCS in Delhi. Mode: Hybrid. Duration 2 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,239
Work from home internship. Earn ₹1500 daily. No interview. Apply on WhatsApp. Registration fee required.,0,1,0,0,1,1,0,104
"Mobile App Development Internship at Amazon India in Pune. Mode: On-site. Duration 6 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,248
"Mobile App Development Internship at Flipkart in Bengaluru. Mode: On-site. Duration 2 months. Stipend ₹10000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,249
Work from home internship. Earn ₹3000 daily. No interview. Apply on WhatsApp. Registration fee required.,0,1,0,0,1,1,1,104
"Full Stack Development Internship at L&T in Pune. Mode: On-site. Duration 4 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,239
"Business Analytics Internship at Amazon India in Pune. Mode: On-site. Duration 6 months. Stipend ₹10000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,244
"Cybersecurity Internship at Microsoft India in Mumbai. Mode: Hybrid. Duration 4 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,243
"Embedded Systems Internship at Nykaa in Noida. Mode: Remote. Duration 4 months. Stipend ₹5000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,234
"Full Stack Development Internship at Naukri in Chennai. Mode: Hybrid. Duration 6 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,244
"Machine Learning Internship at L&T in Bengaluru. Mode: Hybrid. Duration 2 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,237
"Embedded Systems Internship at Wipro in Delhi. Mode: On-site. Duration 4 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,235
"Data Science Internship at Tech Mahindra in Noida. Mode: Hybrid. Duration 3 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,238
"Data Science Internship at Microsoft India in Chennai. Mode: Remote. Duration 4 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,243
"Machine Learning Internship at Naukri in Hyderabad. Mode: Remote. Duration 3 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,239
"Cybersecurity Internship at Nykaa in Delhi. Mode: Hybrid. Duration 2 months. Stipend ₹15000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,232
"Machine Learning Internship at Infosys in Chennai. Mode: On-site. Duration 3 months. Stipend ₹15000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,240
Urgent hiring for interns. Guaranteed income of ₹1500/day. Limited seats. Instant selection after payment.,0,1,1,0,0,1,1,106
"DevOps Internship at CRED in Delhi. Mode: Hybrid. Duration 6 months. Stipend ₹15000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,224
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,1,1,0,1,1,1,101
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,1,1,0,0,0,0,101
"Full Stack Development Internship at Nykaa in Mumbai. Mode: Hybrid. Duration 3 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,242
Urgent hiring for interns. Guaranteed income of ₹500/day. Limited seats. Instant selection after payment.,0,0,1,0,1,1,1,105
"Frontend Development Internship at Google India in Mumbai. Mode: Hybrid. Duration 6 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,247
"QA Testing Internship at Nykaa in Delhi. Mode: Remote. Duration 2 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,229
"Business Analytics Internship at Accenture in Bengaluru. Mode: On-site. Duration 2 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,246
"Embedded Systems Internship at L&T in Gurugram. Mode: On-site. Duration 4 months. Stipend ₹10000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,237
"Cloud Computing Internship at Flipkart in Pune. Mode: Hybrid. Duration 6 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,236
"Business Analytics Internship at Nykaa in Hyderabad. Mode: Remote. Duration 3 months. Stipend ₹5000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,240
Work from home internship. Earn ₹1500 daily. No interview. Apply on WhatsApp. Registration fee required.,0,1,1,0,0,1,1,104
"Digital Marketing Internship at L&T in Delhi. Mode: Hybrid. Duration 2 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,234
Urgent hiring for interns. Guaranteed income of ₹1500/day. Limited seats. Instant selection after payment.,0,1,1,0,1,1,1,106
"Backend Development Internship at Myntra in Bengaluru. Mode: On-site. Duration 4 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,244
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,1,1,0,1,0,1,101
"DevOps Internship at Naukri in Bengaluru. Mode: On-site. Duration 6 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,231
Work from home internship. Earn ₹1500 daily. No interview. Apply on WhatsApp. Registration fee required.,0,0,1,0,1,0,1,104
Urgent hiring for interns. Guaranteed income of ₹3000/day. Limited seats. Instant selection after payment.,0,1,0,0,1,1,1,106
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,0,1,0,1,1,1,103
"Embedded Systems Internship at Amazon India in Delhi. Mode: On-site. Duration 6 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,243
Work from home internship. Earn ₹2000 daily. No interview. Apply on WhatsApp. Registration fee required.,0,1,0,0,1,1,0,104
"Business Analytics Internship at TCS in Pune. Mode: Hybrid. Duration 6 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,234
Urgent hiring for interns. Guaranteed income of ₹500/day. Limited seats. Instant selection after payment.,0,1,1,0,0,0,1,105
"Embedded Systems Internship at Myntra in Gurugram. Mode: On-site. Duration 2 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,239
"UI/UX Design Internship at Naukri in Bengaluru. Mode: Hybrid. Duration 4 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,236
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,1,0,1,1,1,103
Work from home internship. Earn ₹2000 daily. No interview. Apply on WhatsApp. Registration fee required.,0,1,1,0,0,1,1,104
Urgent hiring for interns. Guaranteed income of ₹1000/day. Limited seats. Instant selection after payment.,0,1,0,0,1,1,1,106
"Digital Marketing Internship at CRED in Gurugram. Mode: Hybrid. Duration 3 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,238
"Frontend Development Internship at Flipkart in Pune. Mode: On-site. Duration 2 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,241
"Cloud Computing Internship at HCLTech in Hyderabad. Mode: Hybrid. Duration 3 months. Stipend ₹10000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,240
"Frontend Development Internship at Myntra in Mumbai. Mode: Hybrid. Duration 3 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,240
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,1,0,0,1,1,103
"Frontend Development Internship at CRED in Hyderabad. Mode: On-site. Duration 3 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,243
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,0,1,0,1,0,0,101
"Cybersecurity Internship at L&T in Pune. Mode: Remote. Duration 4 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,229
Urgent hiring for interns. Guaranteed income of ₹3000/day. Limited seats. Instant selection after payment.,0,1,1,0,0,1,0,106
Urgent hiring for interns. Guaranteed income of ₹1000/day. Limited seats. Instant selection after payment.,0,1,0,0,1,0,0,106
"Frontend Development Internship at Myntra in Pune. Mode: On-site. Duration 4 months. Stipend ₹5000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,239
"DevOps Internship at Paytm in Chennai. Mode: Hybrid. Duration 4 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,227
"DevOps Internship at Deloitte India in Pune. Mode: Hybrid. Duration 4 months. Stipend ₹5000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,232
"Embedded Systems Internship at HCLTech in Hyderabad. Mode: Remote. Duration 6 months. Stipend ₹5000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,240
Work from home internship. Earn ₹1000 daily. No interview. Apply on WhatsApp. Registration fee required.,0,1,0,0,1,1,1,104
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,1,0,1,1,1,103
"Data Science Internship at HCLTech in Noida. Mode: Remote. Duration 6 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,233
"Full Stack Development Internship at CRED in Noida. Mode: Hybrid. Duration 6 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,240
"Machine Learning Internship at Amazon India in Gurugram. Mode: On-site. Duration 4 months. Stipend ₹15000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,246
"Software Development Internship at L&T in Gurugram. Mode: Hybrid. Duration 6 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,240
Urgent hiring for interns. Guaranteed income of ₹3000/day. Limited seats. Instant selection after payment.,0,0,0,0,0,0,0,106
"Data Science Internship at Freshworks in Pune. Mode: Hybrid. Duration 4 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,234
"Software Development Internship at Deloitte India in Chennai. Mode: Remote. Duration 6 months. Stipend ₹5000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,249
